query_id,subject_id,percent_identity,alignment_length,mismatches,gap_openings,query_start,query_end,subject_start,subject_end,evalue,bit_score,query_length,subject_length,direction,coverage,normalized_bitscore
BDA40051.1,WP_009545805.1,78.0,123,27,0,1,123,1,123,1.0899999999999999e-68,199.0,123,123,ucyna -> crocosphaera,1.0,1.6178861788617886
BDA40052.1,WP_009544113.1,72.7,165,41,2,1,162,1,164,5.18e-86,246.0,162,164,ucyna -> crocosphaera,1.0060975609756098,1.490909090909091
BDA40053.1,WP_008275518.1,85.7,42,6,0,1,42,1,42,1.4500000000000002e-21,74.7,42,42,ucyna -> crocosphaera,1.0,1.7785714285714287
BDA40054.1,WP_009546394.1,64.2,332,94,1,8,314,21,352,2.88e-153,431.0,317,363,ucyna -> crocosphaera,0.9146005509641874,1.2981927710843373
BDA40055.1,WP_009547634.1,89.3,103,11,0,1,103,1,103,6.06e-64,186.0,103,106,ucyna -> crocosphaera,0.9716981132075472,1.8058252427184467
BDA40056.1,WP_009547635.1,88.9,72,8,0,1,72,1,72,3.38e-44,134.0,72,72,ucyna -> crocosphaera,1.0,1.8611111111111112
BDA40057.1,WP_009547637.1,58.8,243,100,0,6,248,6,248,7.08e-103,296.0,248,253,ucyna -> crocosphaera,0.9604743083003953,1.2181069958847737
BDA40058.1,WP_009545190.1,76.2,374,85,1,1,374,1,370,1.38e-205,566.0,374,370,ucyna -> crocosphaera,1.0,1.5133689839572193
BDA40059.1,WP_009547649.1,81.4,387,72,0,6,392,1,387,4.85e-231,632.0,392,387,ucyna -> crocosphaera,0.9872448979591837,1.6330749354005167
BDA40060.1,WP_009543673.1,74.4,906,232,0,1,906,1,906,0.0,1397.0,908,907,ucyna -> crocosphaera,0.9977973568281938,1.5419426048565121
BDA40061.1,WP_009543675.1,61.9,176,67,0,1,176,1,176,1.93e-78,229.0,180,182,ucyna -> crocosphaera,0.967032967032967,1.3011363636363635
BDA40062.1,WP_009543678.1,84.0,175,28,0,1,175,1,175,1.6700000000000002e-103,292.0,178,178,ucyna -> crocosphaera,0.9831460674157303,1.6685714285714286
BDA40063.1,WP_009543679.1,56.3,238,104,0,51,288,176,413,3.53e-83,253.0,294,413,ucyna -> crocosphaera,0.576271186440678,1.0630252100840336
BDA40064.1,WP_009547094.1,69.2,198,61,0,12,209,16,213,1.54e-108,307.0,209,213,ucyna -> crocosphaera,0.9295774647887324,1.5505050505050506
BDA40065.1,WP_009543507.1,76.2,437,104,0,1,437,1,437,4.659999999999999e-258,704.0,439,437,ucyna -> crocosphaera,0.9954441913439636,1.6109839816933638
BDA40066.1,WP_009543508.1,83.2,477,79,1,1,477,1,476,1.04e-286,780.0,477,480,ucyna -> crocosphaera,0.99375,1.6352201257861636
BDA40067.1,WP_009547352.1,57.4,425,181,0,1,425,1,425,5.11e-169,478.0,427,427,ucyna -> crocosphaera,0.9953161592505855,1.1247058823529412
BDA40068.1,WP_009547351.1,72.7,44,12,0,19,62,19,62,3.49e-17,65.1,62,62,ucyna -> crocosphaera,0.7096774193548387,1.4795454545454545
BDA40069.1,WP_009547349.1,65.9,167,57,0,1,167,1,167,1.64e-71,210.0,169,169,ucyna -> crocosphaera,0.9881656804733728,1.2574850299401197
BDA40070.1,WP_009547347.1,64.1,262,92,1,2,263,1,260,8.049999999999999e-126,355.0,268,262,ucyna -> crocosphaera,0.9776119402985075,1.3549618320610688
BDA40071.1,WP_009547014.1,85.4,727,104,1,19,743,22,748,0.0,1239.0,743,748,ucyna -> crocosphaera,0.9719251336898396,1.704264099037139
BDA40072.1,WP_009546529.1,56.3,222,93,2,1,222,1,218,4.36e-84,248.0,237,242,ucyna -> crocosphaera,0.9173553719008265,1.117117117117117
BDA40073.1,WP_009546530.1,45.2,230,126,0,1,230,1,230,2.72e-61,189.0,232,232,ucyna -> crocosphaera,0.9913793103448276,0.8217391304347826
BDA40074.1,WP_009547677.1,70.2,319,95,0,3,321,7,325,5.75e-172,478.0,323,337,ucyna -> crocosphaera,0.9465875370919882,1.4984326018808778
BDA40075.1,WP_009547233.1,75.7,239,55,1,1,236,1,239,1.33e-122,345.0,236,239,ucyna -> crocosphaera,1.0,1.4435146443514644
BDA40076.1,WP_009547234.1,74.4,242,62,0,1,242,1,242,5.09e-120,339.0,242,242,ucyna -> crocosphaera,1.0,1.4008264462809918
BDA40077.1,WP_009547235.1,84.7,327,50,0,1,327,1,327,7.29e-204,558.0,332,332,ucyna -> crocosphaera,0.9849397590361446,1.7064220183486238
BDA40078.1,WP_009545020.1,63.3,60,22,0,42,101,41,100,2.88e-20,80.1,176,167,ucyna -> crocosphaera,0.3409090909090909,1.335
BDA40079.1,WP_009545008.1,68.1,486,154,1,1,486,1,485,1.86e-246,679.0,490,490,ucyna -> crocosphaera,0.9918367346938776,1.397119341563786
BDA40080.1,WP_009545005.1,81.3,680,122,2,1,675,1,680,0.0,1101.0,677,682,ucyna -> crocosphaera,0.9970674486803519,1.6191176470588236
BDA40081.1,WP_009545528.1,81.7,481,88,0,1,481,1,481,2.92e-290,790.0,481,482,ucyna -> crocosphaera,0.9979253112033195,1.6424116424116424
BDA40082.1,WP_009545566.1,69.3,387,114,2,1,387,1,382,4.78e-196,543.0,387,382,ucyna -> crocosphaera,1.0,1.4031007751937985
BDA40083.1,WP_009545568.1,94.2,103,6,0,1,103,1,103,1.52e-70,202.0,103,103,ucyna -> crocosphaera,1.0,1.9611650485436893
BDA40084.1,WP_009545307.1,29.0,465,283,9,1,439,1,444,1.58e-44,159.0,455,456,ucyna -> crocosphaera,1.019736842105263,0.3419354838709677
BDA40085.1,WP_009545446.1,74.1,81,21,0,1,81,1,81,3e-47,142.0,82,82,ucyna -> crocosphaera,0.9878048780487805,1.7530864197530864
BDA40086.1,WP_009545447.1,53.9,414,188,3,1,411,1,414,5.569999999999999e-150,429.0,418,422,ucyna -> crocosphaera,0.981042654028436,1.036231884057971
BDA40087.1,WP_009545453.1,67.3,168,55,0,8,175,8,175,1.6e-81,237.0,185,184,ucyna -> crocosphaera,0.9081081081081082,1.4107142857142858
BDA40088.1,WP_009543307.1,88.4,327,38,0,1,327,1,327,8.82e-214,583.0,327,327,ucyna -> crocosphaera,1.0,1.782874617737003
BDA40089.1,WP_009543308.1,78.6,468,100,0,1,468,1,468,4.58e-258,707.0,470,470,ucyna -> crocosphaera,0.9957446808510638,1.5106837606837606
BDA40090.1,WP_009543309.1,73.0,300,81,0,1,300,1,300,7.230000000000001e-144,405.0,311,308,ucyna -> crocosphaera,0.9646302250803859,1.35
BDA40091.1,WP_009546706.1,76.6,346,81,0,1,346,1,346,2.3400000000000002e-198,546.0,347,346,ucyna -> crocosphaera,0.9971181556195965,1.5780346820809248
BDA40092.1,WP_009544742.1,78.3,387,84,0,1,387,1,387,1.13e-237,649.0,387,387,ucyna -> crocosphaera,1.0,1.677002583979328
BDA40093.1,WP_009544746.1,67.4,291,91,1,2,292,5,291,1.2099999999999999e-137,388.0,295,295,ucyna -> crocosphaera,0.9864406779661017,1.3333333333333333
BDA40094.1,WP_009546819.1,66.0,806,273,1,8,813,8,812,0.0,1057.0,813,819,ucyna -> crocosphaera,0.9841269841269841,1.3114143920595533
BDA40095.1,WP_009546799.1,77.5,276,62,0,4,279,378,653,6.68e-150,431.0,282,654,ucyna -> crocosphaera,0.42201834862385323,1.5615942028985508
BDA40096.1,WP_009544989.1,86.7,407,51,1,5,411,1,404,1.06e-257,701.0,411,404,ucyna -> crocosphaera,0.9902676399026764,1.7223587223587224
BDA40097.1,WP_009546488.1,56.2,89,37,2,1,88,1,88,2.9800000000000003e-27,92.4,88,88,ucyna -> crocosphaera,1.0113636363636365,1.0382022471910113
BDA40098.1,WP_009545022.1,54.9,772,340,4,20,788,13,779,2.66e-286,804.0,788,781,ucyna -> crocosphaera,0.9796954314720813,1.0414507772020725
BDA40099.1,WP_009544646.1,59.3,423,172,0,2,424,15,437,1.56e-174,494.0,427,484,ucyna -> crocosphaera,0.8739669421487604,1.1678486997635933
BDA40100.1,WP_009546907.1,74.5,428,109,0,1,428,1,428,1.1599999999999998e-233,642.0,431,429,ucyna -> crocosphaera,0.9930394431554525,1.5
BDA40102.1,WP_009546555.1,70.9,873,236,4,1,873,1,855,0.0,1302.0,874,858,ucyna -> crocosphaera,0.9988558352402745,1.4914089347079038
BDA40103.1,WP_009546554.1,65.8,117,40,0,1,117,1,117,3.89e-49,150.0,122,117,ucyna -> crocosphaera,0.9590163934426229,1.2820512820512822
BDA40104.1,WP_009543212.1,55.8,165,72,1,12,176,12,175,2.58e-64,194.0,182,201,ucyna -> crocosphaera,0.8208955223880597,1.1757575757575758
BDA40105.1,WP_009543590.1,67.8,152,49,0,5,156,1,152,5.24e-77,223.0,161,156,ucyna -> crocosphaera,0.9440993788819876,1.4671052631578947
BDA40106.1,WP_243397353.1,58.9,192,76,1,3,191,3,194,3.09e-78,229.0,191,194,ucyna -> crocosphaera,0.9896907216494846,1.1927083333333333
BDA40107.1,WP_009543343.1,71.0,183,53,0,1,183,5,187,4.44e-93,266.0,183,187,ucyna -> crocosphaera,0.9786096256684492,1.453551912568306
BDA40108.1,WP_009545299.1,79.0,333,70,0,1,333,1,333,1.05e-198,546.0,336,336,ucyna -> crocosphaera,0.9910714285714286,1.6396396396396395
BDA40109.1,WP_009545635.1,85.6,410,59,0,1,410,1,410,1.67e-258,704.0,415,416,ucyna -> crocosphaera,0.9855769230769231,1.7170731707317073
BDA40110.1,WP_009543118.1,72.5,284,78,0,15,298,15,298,1.97e-147,413.0,298,298,ucyna -> crocosphaera,0.9530201342281879,1.454225352112676
BDA40111.1,WP_009543117.1,67.4,135,44,0,1,135,45,179,9.059999999999999e-55,167.0,135,179,ucyna -> crocosphaera,0.7541899441340782,1.237037037037037
BDA40112.1,WP_009545097.1,89.2,473,51,0,1,473,1,473,4.56e-315,852.0,473,473,ucyna -> crocosphaera,1.0,1.8012684989429175
BDA40113.1,WP_009543129.1,57.0,505,215,1,4,506,1,505,2.72e-190,540.0,520,537,ucyna -> crocosphaera,0.9404096834264432,1.0693069306930694
BDA40114.1,WP_009543134.1,79.5,352,72,0,1,352,1,352,4.17e-220,601.0,352,352,ucyna -> crocosphaera,1.0,1.7073863636363635
BDA40115.1,WP_009544432.1,69.5,462,140,1,1,462,1,461,7.63e-235,648.0,464,473,ucyna -> crocosphaera,0.9767441860465116,1.4025974025974026
BDA40116.1,WP_009543323.1,83.4,670,111,0,1,670,1,670,0.0,1162.0,670,670,ucyna -> crocosphaera,1.0,1.7343283582089553
BDA40117.1,WP_009544095.1,88.1,628,75,0,1,628,1,628,0.0,1109.0,628,628,ucyna -> crocosphaera,1.0,1.765923566878981
BDA40118.1,WP_009543371.1,62.3,175,66,0,1,175,1,175,9.999999999999999e-69,204.0,175,176,ucyna -> crocosphaera,0.9943181818181818,1.1657142857142857
BDA40119.1,WP_009543370.1,62.3,244,90,2,18,261,19,260,6.3e-104,300.0,261,260,ucyna -> crocosphaera,0.9348659003831418,1.2295081967213115
BDA40120.1,WP_009543367.1,59.5,37,14,1,1,36,1,37,2.2e-09,48.5,109,123,ucyna -> crocosphaera,0.3008130081300813,1.3108108108108107
BDA40121.1,WP_198019420.1,67.2,457,150,0,1,457,1,457,4.76e-223,617.0,457,457,ucyna -> crocosphaera,1.0,1.350109409190372
BDA40122.1,WP_009544017.1,70.8,339,98,1,1,338,1,339,3.4e-180,500.0,350,346,ucyna -> crocosphaera,0.9685714285714285,1.4749262536873156
BDA40123.1,WP_009544020.1,59.9,257,103,0,11,267,1,257,3.1500000000000002e-117,333.0,268,257,ucyna -> crocosphaera,0.9589552238805971,1.2957198443579767
BDA40124.1,WP_009544032.1,60.5,1025,398,4,1,1025,1,1018,0.0,1356.0,1034,1023,ucyna -> crocosphaera,0.9912959381044487,1.3229268292682927
BDA40125.1,WP_009544037.1,50.0,212,106,0,1,212,1,212,9.21e-73,217.0,213,212,ucyna -> crocosphaera,0.9953051643192489,1.0235849056603774
BDA40126.1,WP_009547112.1,87.6,747,92,1,1,746,1,747,0.0,1385.0,746,748,ucyna -> crocosphaera,0.9986631016042781,1.8540829986613119
BDA40127.1,WP_009547111.1,88.0,743,78,2,1,738,1,737,0.0,1387.0,738,737,ucyna -> crocosphaera,1.0067750677506775,1.866756393001346
BDA40128.1,WP_009545645.1,58.5,135,56,0,1,135,1,135,1.8e-51,157.0,139,137,ucyna -> crocosphaera,0.9712230215827338,1.162962962962963
BDA40131.1,WP_009545720.1,92.4,198,15,0,1,198,1,198,8.54e-132,365.0,198,199,ucyna -> crocosphaera,0.9949748743718593,1.8434343434343434
BDA40132.1,WP_009545719.1,94.6,221,12,0,1,221,1,221,2.72e-153,422.0,226,226,ucyna -> crocosphaera,0.9778761061946902,1.909502262443439
BDA40134.1,WP_009545656.1,80.7,269,52,0,1,269,1,269,2.13e-165,456.0,270,270,ucyna -> crocosphaera,0.9962962962962963,1.695167286245353
BDA40135.1,WP_009545655.1,62.9,151,56,0,1,151,1,151,3.0300000000000005e-70,206.0,151,151,ucyna -> crocosphaera,1.0,1.3642384105960266
BDA40136.1,WP_009545654.1,92.2,383,30,0,1,383,1,383,1.3e-245,670.0,383,428,ucyna -> crocosphaera,0.8948598130841121,1.7493472584856398
BDA40137.1,WP_009545653.1,70.4,81,24,0,1,81,1,81,8.25e-40,124.0,85,87,ucyna -> crocosphaera,0.9310344827586207,1.5308641975308641
BDA40138.1,WP_009545652.1,66.2,1040,264,9,1,992,1,1000,0.0,1149.0,992,1000,ucyna -> crocosphaera,1.04,1.1048076923076924
BDA40139.1,WP_009546607.1,63.8,1000,359,3,1,997,1,1000,0.0,1312.0,997,1003,ucyna -> crocosphaera,0.9970089730807578,1.312
BDA40140.1,WP_009543723.1,54.8,197,86,2,1,196,1,195,3.7000000000000003e-72,214.0,196,199,ucyna -> crocosphaera,0.9899497487437185,1.0862944162436547
BDA40141.1,WP_008274988.1,78.9,90,18,1,1,89,1,90,7.51e-49,147.0,89,90,ucyna -> crocosphaera,1.0,1.6333333333333333
BDA40142.1,WP_009543358.1,71.0,186,54,0,1,186,1,186,1.1899999999999999e-89,258.0,186,189,ucyna -> crocosphaera,0.9841269841269841,1.3870967741935485
BDA40143.1,WP_009544586.1,73.6,337,89,0,1,337,1,337,3.54e-186,514.0,341,343,ucyna -> crocosphaera,0.9825072886297376,1.5252225519287834
BDA40144.1,WP_009544106.1,30.8,65,44,1,239,302,169,233,0.000123,41.6,524,518,ucyna -> crocosphaera,0.12404580152671756,0.64
BDA40145.1,WP_009544428.1,81.2,580,109,0,1,580,1,580,0.0,926.0,580,580,ucyna -> crocosphaera,1.0,1.596551724137931
BDA40146.1,WP_009546048.1,72.0,400,112,0,1,400,1,400,6.19e-219,603.0,402,410,ucyna -> crocosphaera,0.975609756097561,1.5075
BDA40147.1,WP_009547098.1,73.7,411,108,0,2,412,8,418,7.41e-235,644.0,414,420,ucyna -> crocosphaera,0.9785714285714285,1.5669099756690998
BDA40148.1,WP_009547097.1,49.3,446,222,2,1,442,1,446,4.83e-147,424.0,445,449,ucyna -> crocosphaera,0.9933184855233853,0.9506726457399103
BDA40149.1,WP_009545930.1,86.6,253,34,0,1,253,1,253,3.8800000000000004e-161,444.0,256,256,ucyna -> crocosphaera,0.98828125,1.7549407114624507
BDA40150.1,WP_009545929.1,89.6,480,50,0,1,480,1,480,0.0,880.0,480,480,ucyna -> crocosphaera,1.0,1.8333333333333333
BDA40152.1,WP_009545749.1,86.1,933,129,1,1,932,1,933,0.0,1576.0,932,933,ucyna -> crocosphaera,1.0,1.6891747052518757
BDA40153.1,WP_009545750.1,75.5,535,130,1,1,535,1,534,8.06e-313,851.0,536,535,ucyna -> crocosphaera,0.9981343283582089,1.5906542056074766
BDA40154.1,WP_024750289.1,92.0,200,16,0,26,225,1,200,2.72e-131,365.0,226,200,ucyna -> crocosphaera,0.8849557522123894,1.825
BDA40155.1,WP_009547510.1,58.4,387,161,0,1,387,1,387,6.440000000000001e-161,454.0,391,389,ucyna -> crocosphaera,0.989769820971867,1.17312661498708
BDA40156.1,WP_009543361.1,73.0,374,101,0,1,374,1,374,1.94e-206,569.0,379,378,ucyna -> crocosphaera,0.9868073878627969,1.5213903743315509
BDA40157.1,WP_009545819.1,71.8,659,186,0,1,659,1,659,0.0,1014.0,669,659,ucyna -> crocosphaera,0.9850523168908819,1.5386949924127467
BDA40158.1,WP_009544034.1,74.8,254,64,0,1,254,1,254,1.12e-129,364.0,254,254,ucyna -> crocosphaera,1.0,1.4330708661417322
BDA40159.1,WP_012362397.1,36.4,110,69,1,1,109,3,112,1.18e-18,72.4,115,113,ucyna -> crocosphaera,0.9565217391304348,0.6581818181818182
BDA40160.1,WP_008278427.1,73.3,30,8,0,1,30,1,30,9.81e-11,46.6,30,30,ucyna -> crocosphaera,1.0,1.5533333333333335
BDA40161.1,WP_009546130.1,46.3,108,54,1,1,108,4,107,2.4700000000000002e-21,79.3,118,112,ucyna -> crocosphaera,0.9152542372881356,0.7342592592592593
BDA40162.1,WP_009546125.1,60.4,568,197,7,1,551,1,557,1.1699999999999999e-220,619.0,553,559,ucyna -> crocosphaera,1.0161001788908766,1.0897887323943662
BDA40163.1,WP_008278381.1,96.1,103,4,0,1,103,1,103,6.96e-67,193.0,103,103,ucyna -> crocosphaera,1.0,1.8737864077669903
BDA40164.1,WP_009544164.1,92.4,542,39,2,1,542,1,540,0.0,948.0,542,540,ucyna -> crocosphaera,1.0,1.7490774907749078
BDA40165.1,WP_009546510.1,82.4,517,91,0,1,517,1,517,1.52e-311,847.0,519,519,ucyna -> crocosphaera,0.9961464354527938,1.6382978723404256
BDA40166.1,WP_009546517.1,72.4,156,43,0,3,158,2,157,2.15e-80,232.0,158,157,ucyna -> crocosphaera,0.9873417721518988,1.4871794871794872
BDA40167.1,WP_009546518.1,55.8,120,46,2,1,117,1,116,3e-36,117.0,118,119,ucyna -> crocosphaera,1.0084033613445378,0.975
BDA40169.1,WP_009546780.1,67.0,455,132,3,1,439,1,453,3.4e-203,566.0,439,453,ucyna -> crocosphaera,1.0044150110375276,1.243956043956044
BDA40170.1,WP_009546781.1,56.4,715,299,3,1,703,1,714,1.9100000000000002e-289,806.0,704,722,ucyna -> crocosphaera,0.9903047091412742,1.1272727272727272
BDA40171.1,WP_007307443.1,90.0,60,6,0,1,60,1,60,1.69e-32,103.0,60,60,ucyna -> crocosphaera,1.0,1.7166666666666666
BDA40172.1,WP_009546783.1,45.7,729,384,7,1,726,1,720,8.95e-186,543.0,726,720,ucyna -> crocosphaera,1.0041322314049588,0.7448559670781894
BDA40173.1,WP_009546784.1,81.9,343,62,0,1,343,1,343,1.6600000000000002e-210,576.0,343,343,ucyna -> crocosphaera,1.0,1.6793002915451896
BDA40174.1,WP_009547202.1,51.7,172,81,1,2,173,4,173,2e-55,170.0,179,178,ucyna -> crocosphaera,0.9608938547486033,0.9883720930232558
BDA40175.1,WP_009547200.1,62.5,200,75,0,8,207,8,207,2.8e-86,251.0,208,207,ucyna -> crocosphaera,0.9615384615384616,1.255
BDA40176.1,WP_009547199.1,57.1,415,177,1,1,415,1,414,4.67e-176,495.0,415,416,ucyna -> crocosphaera,0.9975961538461539,1.1927710843373494
BDA40177.1,WP_279327076.1,80.0,175,35,0,1,175,10,184,6.67e-102,288.0,181,190,ucyna -> crocosphaera,0.9210526315789473,1.6457142857142857
BDA40178.1,WP_009543349.1,46.4,192,101,1,1,192,1,190,2.29e-46,149.0,193,231,ucyna -> crocosphaera,0.8311688311688312,0.7760416666666666
BDA40179.1,WP_009547284.1,82.2,219,39,0,1,219,1,219,2.11e-121,342.0,235,249,ucyna -> crocosphaera,0.8795180722891566,1.5616438356164384
BDA40180.1,WP_009547281.1,66.3,190,64,0,1,190,1,190,4.28e-89,257.0,193,198,ucyna -> crocosphaera,0.9595959595959596,1.3526315789473684
BDA40181.1,WP_009547267.1,58.2,536,201,3,1,536,1,513,1.37e-219,615.0,550,523,ucyna -> crocosphaera,0.9745454545454545,1.1473880597014925
BDA40182.1,WP_009547266.1,54.7,172,73,2,1,172,2,168,1.02e-36,122.0,175,180,ucyna -> crocosphaera,0.9555555555555556,0.7093023255813954
BDA40183.1,WP_009547264.1,51.5,264,128,0,1,264,1,264,1.32e-91,269.0,266,267,ucyna -> crocosphaera,0.9887640449438202,1.018939393939394
BDA40184.1,WP_024750136.1,73.8,103,27,0,1,103,1,103,8.73e-57,168.0,104,104,ucyna -> crocosphaera,0.9903846153846154,1.6310679611650485
BDA40185.1,WP_009543520.1,62.7,448,164,1,1,448,1,445,3.37e-199,556.0,452,452,ucyna -> crocosphaera,0.9911504424778761,1.2410714285714286
BDA40186.1,WP_009546055.1,68.1,496,158,0,1,496,1,496,4.15e-253,697.0,504,497,ucyna -> crocosphaera,0.9841269841269841,1.405241935483871
BDA40187.1,WP_009543426.1,78.9,71,15,0,1,71,1,71,2.06e-46,139.0,74,75,ucyna -> crocosphaera,0.9466666666666667,1.9577464788732395
BDA40188.1,WP_009543425.1,58.5,376,155,1,6,381,3,377,3.3e-148,421.0,381,377,ucyna -> crocosphaera,0.9868766404199475,1.1196808510638299
BDA40189.1,WP_009543415.1,92.7,289,21,0,1,289,1,289,8.18e-200,545.0,289,289,ucyna -> crocosphaera,1.0,1.8858131487889274
BDA40190.1,WP_009543413.1,90.3,466,44,1,1,465,1,466,0.0,868.0,465,466,ucyna -> crocosphaera,1.0,1.8626609442060085
BDA40191.1,WP_009545467.1,70.9,79,23,0,1,79,1,79,1.47e-39,122.0,79,79,ucyna -> crocosphaera,1.0,1.5443037974683544
BDA40192.1,WP_009545468.1,65.1,493,171,1,1,493,1,492,2.56e-234,649.0,494,494,ucyna -> crocosphaera,0.9979757085020243,1.3164300202839756
BDA40194.1,WP_009545469.1,65.0,140,49,0,1,140,1,140,6.579999999999999e-69,202.0,146,144,ucyna -> crocosphaera,0.958904109589041,1.4428571428571428
BDA40195.1,WP_009545479.1,92.2,64,5,0,1,64,1,64,6.06e-39,120.0,64,64,ucyna -> crocosphaera,1.0,1.875
BDA40196.1,WP_009545480.1,94.4,71,4,0,1,71,1,71,9.04e-44,132.0,71,71,ucyna -> crocosphaera,1.0,1.8591549295774648
BDA40197.1,WP_009545481.1,76.4,662,156,0,1,662,1,662,0.0,1034.0,671,670,ucyna -> crocosphaera,0.9865871833084948,1.5619335347432024
BDA40198.1,WP_009547493.1,36.7,305,170,6,1,305,1,282,4.2e-47,157.0,306,291,ucyna -> crocosphaera,0.9967320261437909,0.5147540983606558
BDA40199.1,WP_012361326.1,73.8,42,11,0,1,42,19,60,8.18e-17,63.5,47,65,ucyna -> crocosphaera,0.6461538461538462,1.5119047619047619
BDA40200.1,WP_012361327.1,63.2,152,56,0,1,152,1,152,3.66e-65,193.0,152,154,ucyna -> crocosphaera,0.987012987012987,1.269736842105263
BDA40201.1,WP_009547221.1,80.6,608,118,0,1,608,1,608,0.0,1019.0,608,608,ucyna -> crocosphaera,1.0,1.675986842105263
BDA40202.1,WP_009546157.1,78.5,427,92,0,1,427,1,427,2.1399999999999999e-246,674.0,427,427,ucyna -> crocosphaera,1.0,1.5784543325526932
BDA40203.1,WP_009546152.1,74.9,422,106,0,1,422,2,423,6.000000000000001e-226,622.0,424,424,ucyna -> crocosphaera,0.9952830188679245,1.4739336492890995
BDA40204.1,WP_009546153.1,73.7,353,93,0,1,353,1,353,1.21e-187,519.0,353,353,ucyna -> crocosphaera,1.0,1.4702549575070822
BDA40205.1,WP_009546810.1,64.4,104,34,1,1,101,1,104,1.55e-36,117.0,101,107,ucyna -> crocosphaera,0.9719626168224299,1.125
BDA40206.1,WP_024750195.1,66.2,556,188,0,21,576,6,561,8.65e-273,753.0,576,561,ucyna -> crocosphaera,0.9652777777777778,1.35431654676259
BDA40207.1,WP_009546807.1,71.6,229,65,0,1,229,1,229,1.6700000000000001e-121,342.0,229,229,ucyna -> crocosphaera,1.0,1.4934497816593886
BDA40208.1,WP_009547114.1,74.8,429,108,0,1,429,1,429,4.13e-238,653.0,429,429,ucyna -> crocosphaera,1.0,1.5221445221445222
BDA40209.1,WP_009545846.1,77.2,661,151,0,9,669,6,666,0.0,1046.0,672,670,ucyna -> crocosphaera,0.9836309523809523,1.5824508320726172
BDA40210.1,WP_009547714.1,60.5,228,90,0,1,228,1,228,1.21e-104,299.0,228,228,ucyna -> crocosphaera,1.0,1.3114035087719298
BDA40211.1,WP_009544690.1,64.6,548,188,4,2,544,1,547,1.54e-257,712.0,552,551,ucyna -> crocosphaera,0.9927536231884058,1.2992700729927007
BDA40212.1,WP_009543296.1,78.3,387,84,0,1,387,1,387,3.98e-231,632.0,387,387,ucyna -> crocosphaera,1.0,1.6330749354005167
BDA40213.1,WP_009543297.1,56.5,745,313,5,1,742,1,737,2.8499999999999998e-285,798.0,742,737,ucyna -> crocosphaera,1.0040431266846361,1.0711409395973155
BDA40214.1,WP_012362149.1,78.6,645,136,1,208,850,178,822,0.0,1060.0,850,822,ucyna -> crocosphaera,0.7588235294117647,1.6434108527131783
BDA40215.1,WP_009545437.1,81.5,81,15,0,1,81,1,81,8.299999999999999e-45,136.0,82,82,ucyna -> crocosphaera,0.9878048780487805,1.6790123456790123
BDA40216.1,WP_009545438.1,67.0,94,31,0,1,94,1,94,9.009999999999999e-41,129.0,113,140,ucyna -> crocosphaera,0.6714285714285714,1.372340425531915
BDA40217.1,WP_009545439.1,66.9,417,138,0,1,417,1,417,8.380000000000001e-210,581.0,419,421,ucyna -> crocosphaera,0.9904988123515439,1.3932853717026379
BDA40218.1,WP_009544934.1,69.3,137,39,1,1,137,1,134,6.549999999999999e-61,181.0,137,139,ucyna -> crocosphaera,0.9856115107913669,1.3211678832116789
BDA40219.1,WP_009544933.1,74.5,310,79,0,1,310,1,310,7.749999999999999e-170,471.0,311,311,ucyna -> crocosphaera,0.9967845659163987,1.5193548387096774
BDA40220.1,WP_009544932.1,66.4,497,152,2,1,482,1,497,1.2099999999999998e-240,665.0,484,518,ucyna -> crocosphaera,0.9594594594594594,1.3380281690140845
BDA40221.1,WP_009544896.1,77.7,197,44,0,1,197,1,197,4.2399999999999996e-114,320.0,199,199,ucyna -> crocosphaera,0.9899497487437185,1.6243654822335025
BDA40222.1,WP_009544893.1,71.6,250,71,0,1,250,1,250,9.42e-125,352.0,251,251,ucyna -> crocosphaera,0.9960159362549801,1.408
